"B","C","D","F","G","ro","sigma","delta","oB","oC","oD","oF","oG","oRo","oSigma","oDelta","min1","min2","min3","Q_1","Q_2","Q_3","Q_4","Q_5","pDat","cas"
3,-2,-5,-4,10,0.8,0.005,0.001,2.9059058372,-1.9141612734,-5.124578855,-4.2409708371,10.6466359671,0.5183961065,0.0031665045,-0.0011738219,0.0408292859,7.379e-07,1.3383e-06,-0.0053230333,-0.0017714943,-0.0116189345,-0.067699671,-0.0861283854,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.0087238482,-1.9831078752,-5.2507672945,-3.8040732548,10.3518300315,0.7083215134,0.0059990253,0.0020427089,0.0236665601,3.2998e-06,1.6661e-06,-0.0081950956,-0.0029740301,-0.0149099319,-0.0911364632,-0.1576812227,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.1247939083,-2.222586744,-4.7206209037,-3.4595265582,9.9001473458,0.6171148865,0.0063116876,0.0027485117,0.0269673847,3.6186e-06,2.3395e-06,-0.0092562171,-0.0028919048,-0.0141018843,-0.1034771259,-0.1540026594,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.0604819085,-1.8896357484,-5.1976675432,-5.0711818334,11.3715022516,0.8033520797,0.0043492622,0.00024196,0.0184876672,1.7277e-06,1.386e-06,-0.0068370159,-0.0022105966,-0.0134005558,-0.109440464,-0.1708816294,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.7687909964,-1.8619571206,-5.3108988636,-3.7059977261,10.5746469872,0.9336977955,0.0051587869,0.0012062559,0.0073664713,2.4116e-06,1.0408e-06,-0.005755708,-0.0031529858,-0.0166968036,-0.0660322258,-0.1695897662,40,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8,0.005,0.001,2.8858081315,-1.9048203046,-5.2960125914,-3.4831395781,9.872991268,0.8977687901,0.0018308724,-0.0004064147,0.0126385319,3.598e-07,3.859e-07,-0.0027187998,-0.0009149391,-0.0051026499,-0.0371619245,-0.0534552075,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.1927113911,-2.1430540609,-4.7711786608,-4.0683064281,9.7493227048,0.6666926062,0.0042925787,-0.0014821215,0.0313747521,1.6353e-06,3.3295e-06,-0.0133877767,-0.0027988435,-0.0213060417,-0.1737993505,-0.2042910546,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.0638938951,-1.9089324022,-5.2925870251,-4.6294109521,10.8282495019,0.8877673679,0.0050355117,0.0010208566,0.0092574401,2.6569e-06,1.2356e-06,-0.0104621376,-0.0029568951,-0.0154995484,-0.1177159915,-0.2011473369,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.9241084066,-2.0220967081,-4.9377951625,-3.5330745446,9.0316826163,0.6144720959,0.0084496557,0.0041002228,0.0238395732,6.3418e-06,3.4732e-06,-0.0100932188,-0.0052664643,-0.0335525486,-0.1393908162,-0.5349217682,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.8599723578,-1.8522115091,-5.3003893672,-3.9245035311,10.0271646991,0.499024499,0.0056978589,0.0032008132,0.0171792828,1.9226e-06,8.813e-07,-0.0071153364,-0.0026051416,-0.0153060525,-0.0736947734,-0.1503031204,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.9842649,-1.8247017062,-5.3692634953,-4.9268066364,11.3918241068,0.7394763074,0.0041624658,-4.27703e-05,0.0255096108,1.8244e-06,2.2089e-06,-0.0072562411,-0.0025268105,-0.0128059303,-0.0874006734,-0.1502846301,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.2465591694,-1.9734525723,-5.0629101924,-5.3753080831,11.3606375485,0.8469747251,0.0036920211,0.0003283314,0.0218129202,2.1801e-06,1.3037e-06,-0.0069239645,-0.0023041879,-0.0153088655,-0.1025008572,-0.208525534,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.0658940913,-2.0668784698,-4.8377582112,-3.8874509442,9.1172344637,0.3770096967,0.0048695883,0.0018982727,0.0329200996,2.6172e-06,4.4808e-06,-0.0078162883,-0.0035660468,-0.018887141,-0.0710063018,-0.1791808147,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.7562181716,-1.8738796542,-5.2426175805,-3.4426238154,9.4654269716,0.6243234885,0.0052745303,-0.0015722522,0.0311370409,1.8095e-06,3.3377e-06,-0.0125335485,-0.0025709482,-0.0135687686,-0.1626501534,-0.107014716,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.9421937796,-1.9997773179,-5.1129820286,-3.6480022863,10.211031579,0.6888504836,0.0034544422,0.0008241592,0.0288984771,1.502e-06,1.4085e-06,-0.0077459217,-0.0022354911,-0.010042365,-0.0863355906,-0.1326877204,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.9400620949,-2.1715470084,-4.8778644462,-2.3977776326,8.7611459946,0.7461846496,0.0063625815,0.0016666379,0.0131433035,3.0595e-06,1.9525e-06,-0.008191733,-0.0024731444,-0.0155506392,-0.1078393857,-0.1931233138,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.9724731048,-1.8432084557,-5.2520393871,-4.8921300425,11.4569939231,0.9091664645,0.0033188833,0.0003951021,0.0086528081,8.79e-07,5.516e-07,-0.0059386253,-0.001945224,-0.0114584844,-0.0713601936,-0.1268103286,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.7769598486,-1.8643548071,-5.4595696838,-3.3352523211,10.552802354,0.8405859488,0.0085093236,0.0035848564,0.012036552,4.193e-06,2.5947e-06,-0.0131724833,-0.0033272571,-0.0170743443,-0.1916620628,-0.2431219161,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.897263802,-1.8693899379,-5.5573493355,-3.5563508661,10.4830245017,1.0043597932,0.0024261249,-0.0013540358,0.0045624994,3.24e-07,2.031e-07,-0.0038080017,-0.0013835716,-0.0085913264,-0.0454887719,-0.078632729,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.1140234979,-1.9989064872,-5.2739586292,-3.8560368264,10.2520701798,0.7588581821,0.0087665992,0.0015556598,0.0224269607,7.3015e-06,8.3177e-06,-0.030125608,-0.0068606993,-0.0487263505,-0.3078942092,-0.3912193615,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.7688817255,-1.9293080175,-5.0280894007,-3.4965097603,9.7207815417,0.8947741305,0.0048318515,-0.0002839616,0.0092321541,2.2999e-06,2.2051e-06,-0.0063407465,-0.0017925549,-0.0106273101,-0.0989538294,-0.1064073589,40,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8,0.005,0.001,2.9602485818,-2.0369559054,-5.002397375,-3.6904773639,10.2486060726,0.6118667973,0.0059482711,0.001834223,0.0255076037,3.993e-06,4.0692e-06,-0.0067138485,-0.0028771538,-0.0179865376,-0.0933474573,-0.2152422883,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.8337271205,-1.925266837,-5.5027270152,-3.0774228695,10.5318196324,0.5819241137,0.0043211007,0.0011072614,0.0385895251,2.4953e-06,2.2189e-06,-0.007479535,-0.0021219711,-0.0086268184,-0.0753899748,-0.1009869444,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.3628508199,-2.092443237,-4.8775579156,-4.7560104801,9.9288267584,0.7420245684,0.0059478159,0.0008945672,0.0209883548,2.9685e-06,4.246e-06,-0.0114273999,-0.0037340324,-0.0192639988,-0.1672658182,-0.2120712901,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,2.896367687,-1.8770037927,-5.2513661881,-4.131985355,10.2286798689,0.5840171808,0.0057094443,0.0018262031,0.0327304856,3.3263e-06,3.2545e-06,-0.0092384823,-0.0019989358,-0.0116971184,-0.1229628366,-0.1587288325,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.1658929791,-1.986957341,-4.7915395877,-4.5178455371,8.872882962,0.7620150448,0.0076836649,0.0030159652,0.0183799543,5.1671e-06,2.444e-06,-0.0168864546,-0.0063976111,-0.0459708086,-0.1509827896,-0.3932420741,40,40
3,-2,-5,-4,10,0.8,0.005,0.001,3.05499362,-2.1036778994,-4.6289281464,-3.9285883156,9.3006938327,0.7901556207,0.0048879243,0.0014960852,0.0129837499,1.723e-06,9.679e-07,-0.0055972465,-0.0027511471,-0.0136070827,-0.0636016491,-0.1583852022,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.6684708307,-1.8427214109,-5.4146393358,-3.1295840144,10.235732713,0.7362030882,0.0089371462,0.0035477556,0.0129172198,5.1003e-06,2.8102e-06,-0.0085376523,-0.002379398,-0.0114384954,-0.1218924548,-0.1508402741,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.0980681669,-2.0730677928,-4.636103866,-4.1229751357,9.0813706517,0.7066468,0.0033100074,0.0008788478,0.0179915702,9.737e-07,5.089e-07,-0.0044980491,-0.0014220645,-0.0088958561,-0.0550832218,-0.0898328705,50,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8,0.005,0.001,2.9367199759,-1.8663752551,-5.4817279003,-3.9740920194,10.7259659619,0.6988404362,0.0071311728,0.0028684572,0.0147363216,3.7603e-06,2.1795e-06,-0.0065424697,-0.0029494131,-0.0147281047,-0.090277865,-0.2279649324,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.0685595526,-2.1592830019,-4.8350930792,-3.307041269,9.2222722095,1.2685742542,0.0060634905,0.0006452388,1.1057e-05,2.6532e-06,8.03e-07,-0.0177249681,-0.0074493693,-0.05182383,-0.1320935919,-0.474381549,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.0375257269,-1.9916788815,-5.1790047887,-3.6184887594,9.6750795238,0.8129762605,0.0053747227,0.0015838834,0.0096857091,1.9119e-06,8.08e-07,-0.0086702075,-0.0026544177,-0.0160942411,-0.0805606398,-0.1636314264,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.1049327763,-2.0126209784,-4.8329660565,-4.394685659,9.3134504137,0.9257182427,0.0052630323,-0.0008544355,0.0081544712,2.2764e-06,2.3413e-06,-0.0078439772,-0.0030115684,-0.0144147636,-0.0948659124,-0.1114159471,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.3491140243,-1.8089982776,-5.6498368707,-6.2108409148,13.7670783223,1.48830645,0.0280083178,0.0148195348,3.01e-08,2.91666e-05,3.33916e-05,-0.0549407279,-0.0181151994,-0.0857957919,-0.7848168235,-1.0763298323,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.8293054788,-2.0235256001,-5.0160427776,-3.1261616158,10.0695388107,0.7470788737,0.0073377469,0.0027721324,0.0115659357,2.9222e-06,7.69e-07,-0.0073030117,-0.0029770441,-0.0213875333,-0.0816880193,-0.2024378031,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.3300322028,-2.0576381027,-5.0742455233,-4.892201106,11.1757422988,0.5644640294,0.0066594462,0.001724635,0.0234134133,4.3521e-06,4.1635e-06,-0.0126517273,-0.0037775662,-0.0222310562,-0.1444188638,-0.2890787485,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.0856183917,-2.0274155331,-4.8883454383,-4.2722197316,9.5430678775,0.9262710584,0.0037332928,0.0001449807,0.0056919467,1.2184e-06,7.827e-07,-0.0075264566,-0.0029097918,-0.0175824501,-0.057736463,-0.1444330589,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.2248279004,-2.0641992367,-4.7455559087,-5.1684475384,10.5689817296,0.9025376267,0.0055439114,0.0010721357,0.0070850355,2.4341e-06,1.0176e-06,-0.00897976,-0.0031653147,-0.0189393856,-0.1222199283,-0.2199840912,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.9212943324,-1.8777959558,-5.2094452772,-4.0731004887,9.8042533668,0.5005592424,0.0059209892,0.0025416062,0.0221265814,4.4676e-06,3.8257e-06,-0.0063262169,-0.0026251943,-0.0133446141,-0.0700766172,-0.1541542412,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.962720372,-1.9582563693,-5.0435135127,-4.0978533063,10.1245006196,0.7637825859,0.0034847617,0.0012498848,0.013097942,7.823e-07,3.912e-07,-0.0048478519,-0.002360671,-0.0114156692,-0.0464253932,-0.1028292689,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.09776612,-1.9858067225,-4.8295166503,-4.5317679313,9.903618331,0.5823633723,0.0081654688,0.0034523449,0.022034982,5.9394e-06,4.2079e-06,-0.0100311916,-0.0037273506,-0.0184378257,-0.1286835813,-0.2114861319,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.9761849006,-2.0599233098,-4.7561919649,-3.9397826785,9.7489247966,0.8177616609,0.0041163761,-0.0007276285,0.0151395059,2.2487e-06,2.2837e-06,-0.0053885658,-0.0028189588,-0.0161289431,-0.0798309808,-0.2307806489,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.2337076818,-2.1592147625,-4.5481298868,-4.4420267392,9.4818866993,0.8912563649,0.0056211917,0.0012580269,0.0079320327,2.3621e-06,1.1055e-06,-0.0101237275,-0.0024577464,-0.0124370743,-0.117399704,-0.1250990466,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.0667034499,-2.0175035566,-4.7708030575,-4.8211424833,10.6738798564,0.7888114029,0.0051188846,0.0016765559,0.0125073002,1.6569e-06,6.808e-07,-0.0068119711,-0.0019948222,-0.0107296834,-0.0855079204,-0.1303289117,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.9767641495,-2.0511177208,-5.2244107612,-3.2310894953,10.3667798318,0.613244042,0.0050650888,0.0022287065,0.0182754818,1.4001e-06,6.13e-07,-0.0087118107,-0.0030996781,-0.0263672962,-0.0879130126,-0.2807492032,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.0463816036,-2.092442453,-5.0291648651,-3.3188574358,9.4013044207,0.8877131324,0.0051132627,0.0012761895,0.0083574916,1.9082e-06,9.686e-07,-0.0097589376,-0.0032848486,-0.0244217285,-0.0824722248,-0.2597902298,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.8730145361,-1.8836389125,-5.3551387456,-3.6341444033,9.9833398013,0.668576997,0.006190475,0.0013657074,0.0215716875,3.7987e-06,2.8211e-06,-0.0081159051,-0.0034890971,-0.0203562281,-0.0923448183,-0.2521019354,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.856885681,-1.8665122728,-5.5118998805,-3.8770306222,11.0288562597,0.921827914,0.003453321,0.0005915799,0.0050688081,8.172e-07,3.516e-07,-0.0038220599,-0.0013869849,-0.0087073787,-0.0431552825,-0.1029705774,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.8841094579,-1.8415489521,-5.2779549679,-4.2232849525,10.2035069664,0.7087833066,0.0064850522,0.0012937023,0.0184948585,4.0858e-06,3.9115e-06,-0.0095059208,-0.0023679038,-0.0124609288,-0.1158355228,-0.1370822409,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.083917339,-2.0857702587,-4.8812727493,-3.947350993,10.110170759,0.8137393628,0.0030528065,-0.0003492415,0.0131481326,1.0254e-06,8.717e-07,-0.0052662595,-0.002124918,-0.013113487,-0.0521207366,-0.1208751067,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.1640780281,-2.0383453545,-5.2135133911,-3.8193561814,9.9884669073,0.7806676957,0.0055868228,0.0008287413,0.0142629411,2.9362e-06,1.9207e-06,-0.0089116216,-0.0029735645,-0.0144062545,-0.0879529247,-0.1491913879,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.9222839611,-1.8618872601,-5.4865243351,-3.9636907216,10.657626234,0.8892645387,0.0057586421,0.0015268584,0.0069292057,2.3512e-06,1.1006e-06,-0.0066452739,-0.0035811256,-0.0205412642,-0.0715478214,-0.2477927014,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.1796145497,-2.1295682062,-4.3375793286,-4.8851774402,9.8699062513,0.8394859012,0.0051984874,0.001040421,0.01011991,1.9623e-06,1.2068e-06,-0.00942559,-0.0029907717,-0.0234524594,-0.1079358385,-0.1579159834,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,2.9070540692,-2.0923441985,-4.852808294,-3.3682195864,9.5742744861,0.955773692,0.005994179,0.0009900734,0.0032636333,1.9551e-06,1.1444e-06,-0.0073101609,-0.0024989453,-0.0147479139,-0.0720991326,-0.1355054086,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.1138762638,-1.9084249606,-4.9932743074,-5.5317836217,11.2844314331,0.9615579658,0.0048194333,0.001535877,0.0034987239,1.9411e-06,7.178e-07,-0.0059760072,-0.0019628774,-0.0123279987,-0.0965000095,-0.1580648582,50,50
3,-2,-5,-4,10,0.8,0.005,0.001,3.1670250237,-2.039527321,-4.8243423954,-4.7582901578,9.9896663964,0.8709586777,0.0074049819,0.0025446021,0.0045161843,2.6155e-06,7.467e-07,-0.0073604989,-0.0034473325,-0.019199382,-0.1007716258,-0.2954606125,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.8504182166,-1.8343846136,-5.0225915639,-4.5427899836,9.8013800606,0.8097620325,0.0049108761,0.001429134,0.008288373,1.3271e-06,8.131e-07,-0.0043771068,-0.0018062938,-0.0107044174,-0.0531778617,-0.1083054598,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.8103016695,-1.8664045117,-5.4445851491,-3.4322776793,10.3051847277,0.8218962118,0.0040319795,0.0001238853,0.0074363422,7.339e-07,8.451e-07,-0.0038862492,-0.0011927125,-0.0075628008,-0.0488544097,-0.0667179575,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.028918649,-2.0599557902,-4.798298688,-4.1557556045,10.3527516248,0.7398369939,0.0060850694,0.0021226361,0.0108539744,2.1615e-06,1.1972e-06,-0.0073336711,-0.0020731565,-0.0117064918,-0.0933157891,-0.1217271078,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.7251493932,-1.8590800832,-5.1845741728,-3.7140055042,10.0438369786,0.7272789032,0.0037725736,0.0006601301,0.0136517921,9.466e-07,8.327e-07,-0.0041935517,-0.0014347393,-0.0094505513,-0.0439551302,-0.1058011574,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.0305557836,-2.0658683096,-4.7446220879,-4.1998759401,9.7101051401,0.5847673846,0.0062384889,0.0030041158,0.0160220126,1.6753e-06,1.2697e-06,-0.0075083742,-0.002697488,-0.0149198067,-0.077432377,-0.1472261994,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.9097043879,-1.9665021976,-5.0782589053,-3.783022614,9.9991472847,0.8110959554,0.0062960337,0.0022189625,0.0072272118,1.942e-06,5.822e-07,-0.0046727413,-0.0014490015,-0.0086829099,-0.0787367447,-0.1176329356,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.0877031448,-2.0886684165,-4.636137219,-4.2573183718,9.4665269035,0.7211695446,0.0039432326,-0.0002112816,0.0159941439,1.4637e-06,1.5613e-06,-0.0048550504,-0.0014853491,-0.0089089603,-0.0618375472,-0.0999357243,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.9467491972,-2.0562800651,-5.0395984134,-3.3152730798,9.9159156423,0.880563599,0.0054452397,0.0006357315,0.0051933584,1.7011e-06,1.2319e-06,-0.0076126569,-0.0019712509,-0.0091826119,-0.0814373177,-0.0797347308,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.9316691584,-2.0438391808,-4.752217415,-3.6106043375,8.9412148115,0.8577232527,0.0039149963,0.0005629709,0.004603892,7.946e-07,6.515e-07,-0.0040845552,-0.0013468607,-0.0085223437,-0.0515727545,-0.0953015566,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.0481816097,-1.9142342905,-5.2154134932,-4.7399597157,11.2488748297,0.6899258014,0.0060397996,0.0021280174,0.0132864094,2.6217e-06,1.7356e-06,-0.0046240194,-0.00187723,-0.0105355725,-0.0796153068,-0.1455204703,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.951549082,-2.0881613388,-4.8664570526,-3.0632981932,8.6083128391,0.7257114624,0.0047665412,-0.0006628065,0.0143015449,1.6334e-06,1.8826e-06,-0.0053825738,-0.0014508315,-0.0076586262,-0.054315882,-0.0622680017,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.8231244238,-1.9556630032,-5.085720208,-3.302967926,9.4391598074,0.8214100639,0.0047878246,0.0013316976,0.0075864488,1.2648e-06,5.744e-07,-0.004649913,-0.0017943206,-0.0081173404,-0.0466569391,-0.0955047349,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.9657802174,-1.9586078787,-5.0210594047,-4.1091503481,10.1969833332,0.878118241,0.0034365299,-0.000393354,0.0053782171,7.105e-07,6.455e-07,-0.0038181487,-0.0010987748,-0.0069566962,-0.0532133612,-0.0647590347,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.0968471474,-1.9740771993,-5.1180657897,-4.12518222,9.7956622618,0.5771317035,0.0051128025,0.0017901327,0.0178900968,1.9688e-06,2.3836e-06,-0.0060790526,-0.0017723321,-0.0095792614,-0.0732966455,-0.1264485223,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.0014587527,-2.0427759139,-4.5287587949,-4.3388701451,9.1638944499,1.3428645975,0.0045263228,-0.0002729489,1.398e-07,5.601e-07,1.377e-07,-0.0062638575,-0.0015788885,-0.0104171426,-0.0782730694,-0.1081688688,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.9587485291,-2.0054614718,-5.0934680357,-3.640741791,10.198397755,0.5831668872,0.0058657833,0.0026969347,0.0145535721,1.8956e-06,1.1683e-06,-0.0046554121,-0.0016031026,-0.0088393951,-0.0608441065,-0.1238919125,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.7604423004,-1.9546383143,-4.9708166709,-3.3995105625,9.6731600777,0.8562938433,0.0051976946,-0.0015734718,0.0070958676,1.7267e-06,1.9826e-06,-0.0054542577,-0.002436292,-0.0189511238,-0.0864421142,-0.2585955698,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.0029751102,-1.9993853449,-5.2328603275,-3.4984185582,10.0582343444,0.8667476037,0.0052159965,0.0013110721,0.0054702619,1.3547e-06,8.032e-07,-0.0056557328,-0.0019882635,-0.0106435879,-0.0533377467,-0.107096788,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.9237024482,-1.9843578105,-5.0082362448,-3.9136422031,10.2633589636,0.8275573614,0.0020720519,-0.0001577973,0.00716327,2.149e-07,2.665e-07,-0.0020042972,-0.0009912314,-0.005460591,-0.0258311901,-0.0476859099,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.3022657347,-2.1727141278,-4.5965360955,-4.6778647377,9.842967965,0.8744732164,0.0026129756,-0.0005211697,0.0063504584,6.289e-07,5.313e-07,-0.0042475448,-0.0011015544,-0.0056010147,-0.0516343082,-0.0531443587,60,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8,0.005,0.001,2.970315749,-1.9450955054,-4.9543926639,-4.4037127588,10.1269874202,0.7061473905,0.0055412071,0.0003074506,0.0133586305,2.0081e-06,2.3008e-06,-0.0047923358,-0.0019693102,-0.0120964234,-0.0770045416,-0.1440993652,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.2248668598,-2.1028158898,-4.6908615891,-4.5435442298,9.3285584749,0.6838724544,0.0041759113,0.0015528468,0.0126269416,1.0408e-06,4.43e-07,-0.0045679852,-0.00195729,-0.0131572254,-0.0663439352,-0.1844486731,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.0319612387,-1.9361868112,-5.3049725524,-4.4016777998,11.1277980436,0.7927631568,0.0066496615,0.0019034728,0.0091588706,2.8198e-06,1.8686e-06,-0.0083165557,-0.0035874234,-0.0195604944,-0.0902470834,-0.1976781489,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.8572497304,-1.9665786628,-5.0357279983,-3.6491315723,9.8680158246,0.868356182,0.0033789942,0.000435962,0.0060561482,6.703e-07,4.526e-07,-0.0035434992,-0.001025609,-0.0060570224,-0.0412768682,-0.0519279952,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.7305506433,-1.8322992669,-5.249771394,-3.8318845161,10.3144150491,0.8282327892,0.0034783822,0.0011702642,0.0067011531,6.631e-07,2.411e-07,-0.0029544492,-0.0011043641,-0.0063146942,-0.0332803788,-0.0707844817,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.844660012,-1.9478700204,-4.9971830879,-3.7289951607,9.5612294905,0.6861973771,0.0048470525,0.0002406182,0.0134412309,1.3034e-06,1.6863e-06,-0.0046047498,-0.0014891254,-0.0093614216,-0.0579795624,-0.0768461839,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,3.1321457866,-1.9880586411,-4.5759633048,-5.6648588502,10.8595333182,0.8245318837,0.0062917424,0.0013023413,0.0082846635,2.6075e-06,1.292e-06,-0.0104880805,-0.0035580147,-0.0246300391,-0.1186740428,-0.1888167175,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.8888908493,-1.9748365291,-4.922304443,-3.5611091404,9.0631442275,0.8204346108,0.0051471129,0.0013044559,0.0080525466,1.4906e-06,6.787e-07,-0.0067041932,-0.0025159763,-0.0136475413,-0.0533679348,-0.1351912779,60,60
3,-2,-5,-4,10,0.8,0.005,0.001,2.9737730276,-1.945562876,-5.1714747563,-4.1703976607,10.7673251288,0.8610118338,0.004027103,-0.0008519987,0.0044976734,5.707e-07,6.082e-07,-0.0039621275,-0.0011814932,-0.006710913,-0.0529844935,-0.0835007238,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,2.9100246324,-1.9529408604,-5.2694376316,-3.4303594265,10.0247008614,0.7674253112,0.0082297848,0.0029248296,0.00767928,2.7363e-06,9.292e-07,-0.0061008423,-0.0027986919,-0.0144249099,-0.0663467807,-0.1579815987,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,2.813974479,-1.9240898228,-5.1196097508,-3.8454645641,10.3353109832,0.7772646111,0.0040415476,0.0009960923,0.0071081109,8.305e-07,5.036e-07,-0.0031297358,-0.0010011569,-0.006272914,-0.037454101,-0.0650291598,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,2.8407782142,-1.8792841118,-5.302993915,-3.7289613574,10.4108311105,0.8289486747,0.0052547847,0.0001027925,0.006258701,1.619e-06,1.3331e-06,-0.0046267645,-0.0015285908,-0.0076153249,-0.0546472691,-0.0886686128,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,3.3789749031,-2.0280155606,-4.9586538304,-5.9778833461,12.2872981832,0.8428538466,0.0044961202,0.0008865652,0.0055982919,8.841e-07,6.84e-07,-0.0087968831,-0.0019389998,-0.01473888,-0.1304790997,-0.1417669813,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,3.0454247987,-2.0425919712,-4.9397781475,-4.2513630985,10.3167789451,0.6520282109,0.005540418,0.0017754842,0.0119915546,1.5095e-06,1.5667e-06,-0.0067127677,-0.001809763,-0.0103283352,-0.0817181555,-0.0825695008,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,2.9978785497,-2.0219081838,-4.9963589758,-3.8990938346,10.0262873841,0.6641100593,0.0069528796,0.0025920786,0.0110357378,2.3543e-06,1.6043e-06,-0.0074937514,-0.0029371073,-0.0156733918,-0.0695849259,-0.1204228685,70,70
